Name;Done;Race;Class;Level;Caster level;BAB;Str;Dex;Con;Int;Wis;Cha;Acrobatics;Appraise;Bluff;Climb;Craft;Diplomacy;Disable Device;Disguise;Escape Artist;Fly;Handle Animal;Heal;Intimidate;Knowledge (arcana);Knowledge (dungeoneering);Knowledge (engineering);Knowledge (geography);Knowledge (history);Knowledge (local);Knowledge (nature);Knowledge (nobility);Knowledge (planes);Knowledge (religion);Linguistics;Perception;Perform;Profession;Ride;Sense Motive;Sleight of Hand;Spellcraft;Stealth;Survival;Swim;Use Magic Device;Fortitude;Reflex;Will;Or_things;Feats;To sort;Special;Prerequisite;Description
Studied Expertise;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Inspirational expertise investigator talentACG;;Inspirational expertise investigator talentACG;Grant allies a +4 insight bonus to attack against one creature type
Studied Spell;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Spell uses Knowledge to bypass racial resistances
Stumbling Bash*??;FALSE;;;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Improved Shield Bash, Shield Focus, base attack bonus +6 or fighter level 4th.;;Improved Shield Bash, Shield Focus, base attack bonus +6 or fighter level 4th.;Creatures you shield bash take an AC penalty for 1 round
Stunning Assault*;FALSE;;;0;0;16;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Power Attack;;;Str 13, Power Attack, base attack bonus +16;Trade melee attack bonus to stun opponents
Stunning Critical*;FALSE;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Staggering Critical;;;Staggering Critical, base attack bonus +17;Whenever you score a critical hit, the target is stunned
Stunning Croak;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Sonic Croak, Throat Pouch, boggard, terrifying croak;;Sonic Croak, Throat Pouch, boggard, terrifying croak;Stun creatures with your croak
Stunning Fist Adept*;FALSE;;;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Stunning Fist;;;Dex 13, Wis 13, Improved Unarmed Strike, base attack bonus +8;Stun opponent with an unarmed strike
Stunning Fist*;FALSE;;;0;0;8;0;13;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Improved Unarmed Strike;;;Stunning Fist, base attack bonus +3;Add +1 to the saving throw DC of stunning fist.
Stunning Irruption*;FALSE;;;0;0;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Power Attack;;;Str 15, Power Attack, base attack bonus +5;Stun your opponents by breaking through objects
Stunning Pin*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Improved Grapple, Improved Unarmed Strike, Stunning Fist;;Improved Grapple, Improved Unarmed Strike, Stunning Fist;Use Stunning Fist against pinned opponents
Stupefying Strike*;FALSE;;;0;0;8;0;13;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Improved Unarmed Strike;;;Dex 13, Wis 13,Improved Unarmed Strike, base attack bonus +8;On a successful unarmed strike, the target temporarily loses their skill ranks and feats
Stygian Spell;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Water spell causes memory loss to target
Stylized Spell;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;;;;;;;;Bluff 5 ranks, Spellcraft 5 ranks;Spell is difficult to identify and might be mistaken for a similar spell
Stylized Spell Mastery;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;;;;;;Spell Mastery, Stylized SpellUI, Bluff 5 ranks, Spellcraft 5 ranks;;Spell Mastery, Stylized SpellUI, Bluff 5 ranks, Spellcraft 5 ranks;Your mastered spells take no effort to alter
Stylized Spontaneity;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;;;;;;;;Bluff 5 ranks, Spellcraft 5 ranks;Add additional stylized spell modifications, but risk the spell failing entirely
Subconscious Ursurpation;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Base Will save bonus +2;;Base Will save bonus +2;Take mental actions while being controlled
Subjective Mobility;TRUE;;;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Wis 13;Move via falling more easily on planes with subjective directional gravity
Subjective Slam*;FALSE;;;0;0;4;0;0;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Subjective Mobility; base attack bonus +4 or monk level 3rd";;"Con 13; Wis 13; Subjective Mobility; base attack bonus +4 or monk level 3rd";Take half falling damage and you can intentionally fall against targets to damage them while on planes with subjective directional gravity
Subtle Devices;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Stealthy;;;Stealthy;Use Stealth to conceal spell-trigger items during use
Subtle Enchantments;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Deceitful, Spell Focus;;Spell Focus (enchantment);Deceitful, Spell Focus (enchantment);Victims and observers might not notice your enchantments
Subtle Poisoner;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;;;;;;;;Sleight of Hand 5 ranks;Quickly apply poison when drawing weapons
Suffocating Strangulation;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Improved grab, constrict;;;Improved grab, constrict;Suffocate those you constrict
Summon Evil Monster;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Evil alignment;Evil alignment;Add a large number of evil creatures to yoursummon monsterlist
Summon Good Monster;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Good alignment.;Good alignment.;Expand your summoning options with the forces of good
Summon Guardian Spirit;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Ability to castsummon monster IIIorsummon nature’s ally III;;Ability to castsummon monster IIIorsummon nature’s ally III;Learn to summon a guardian spirit, a longer lasting and more powerful summoned creature
Summon Neutral Monster;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Chaotic neutral, lawful neutral, or neutral alignment;;Chaotic neutral, lawful neutral, or neutral alignment;Summon creatures that embody the forces of balance
Summon Plant Ally;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Knowledge (nature) 1 rank, ability to castsummon nature’s allyspells;;Knowledge (nature) 1 rank, ability to castsummon nature’s allyspells;Summon new plant creatures when usingsummon nature’s ally
Summoner's Call;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Eidolon class feature;Eidolon class feature;Your eidolon gets a bonus when summoned
Sun Striker*;FALSE;;;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Critical Focus, Weapon Focus (scimitar), worshiper of Sarenrae;;Critical Focus, Weapon Focus (scimitar), character level 7th, worshiper of Sarenrae;Critical hits against undead bypass DR and gain additional properties
Sunblade;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Word of HealingUM, paladin level 5th, worshiper of a deity that grants the Fire or Sun domain;;Word of HealingUM, paladin level 5th, worshiper of a deity that grants the Fire or Sun domain;Launch a blast of fire from your sword
Sunder Blessing*;FALSE;;Fighter;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Disruptive;;;Disruptive, fighter level 8th;Sunder ongoing divine spells or effects
Sundering Strike*;FALSE;;;0;0;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Improved Sunder, Power Attack;;;Str 13, Improved Sunder, Power Attack, base attack bonus +9;Attempt a sunder attack on a successful critical hit
Sunlight Summons;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Spell Focus (conjuration), able to castsummon nature’s ally;;Spell Focus (conjuration), able to castsummon nature’s ally;Summoned creatures glow and are immune to blinding and dazzling effects
Sunlit Strike;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Arcane Strike, able to prepare or castdaylight;;Arcane Strike, able to prepare or castdaylight;Deal more damage to enemies vulnerable to light.
Superintendent;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Own at least one room.;Own at least one room.;Repair rooms for half the normal cost, halt capital attrition for longer
Superior Dirty Trick*;FALSE;;;0;0;8;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Int 13, Combat Expertise, Greater Dirty TrickAPG, Improved Dirty TrickAPG, base attack bonus +8;;Int 13, Combat Expertise, Greater Dirty TrickAPG, Improved Dirty TrickAPG, base attack bonus +8;Targets must spend a full-round action to remove some of your dirty tricks
Superior Gathlain Magic;FALSE;Gathlain;;15;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Advanced Gathlain Magic, Greater Gathlain Magic;;;Cha 17, Advanced Gathlain Magic, Greater Gathlain Magic, character level 15th, gathlain;Dramatically enhance your spell-like abilities
Superior Scryer;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Spell Focus;;;Spell Focus (divination), the ability to cast at least one spell of the scrying subschool;Improve various effects of scrying spells
Superior Summoning;FALSE;;;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Augment Summoning;;;Augment Summoning, caster level 3rd;When summoning more than one creature, summon an extra one
Supernal Feast;FALSE;Aasimar;;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Con 15, aasimar;Feast on your ancestors to gain their power.
Supernatural Spy;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Alchemist discovery, arcane discovery, arcanist exploit, or magus arcana class feature and you must either have observed a created magical effect you could not understand or have the Master CraftsmanUCAor the Unquenchable Hunger for KnowledgeUCAbackground;;Alchemist discovery, arcane discovery, arcanist exploit, or magus arcana class feature and you must either have observed a created magical effect you could not understand or have the Master CraftsmanUCAor the Unquenchable Hunger for KnowledgeUCAbackground;Increase your ability modifier for calculating the effects and save DCs of one of your class features.
Supernatural Tracker;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;ability to cast a detect spell;Survival 1 rank, ability to cast a detect spell;Use certain detection spells to augment your tracking abilities
Suppress Blight;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Great Fortitude, Iron Will;;;Great Fortitude, Iron Will;Suppress a curse or disease temporarily
Suppress Regeneration*;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Allies take advantage of an enemies’ halted regeneration
Suppressive Fire*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Far Shot, Point-Blank Shot, Precise Shot, keen senses racial trait;;Far Shot, Point-Blank Shot, Precise Shot, keen senses racial trait;When you damage a target with a ranged attack, it can’t make attacks of opportunity against allies who have this feat
Sure and Fleet;FALSE;Halfling;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Fleet of foot racial trait, halfling;;Fleet of foot racial trait, halfling;+2 Acrobatics and Climb
Sure Grasp;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Climb 1 rank;When climbing, roll twice and take the highest result
Sure on Ice;FALSE;Frost giant;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Frost giant;Move across icy and snowy surfaces as if dry ground
Sure-Footed;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Quadruped animal or magical beast;;Quadruped animal or magical beast;+2 bonus to keep your balance and avoid falling
Sure-Handed Alchemy;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Craft (alchemy);Craft (alchemy) 3 ranks;Reduce the number of mishaps and increase your chances of success with spontaneous alchemy
Surface Scout;FALSE;Drow;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;spell-like abilities drow racial trait;Drow, spell-like abilities drow racial trait;Learn new spell-like abilities related to ambush and infiltration
Surface Survivor;FALSE;Gillman;;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;water dependent racial trait;Con 15, gillman, water dependent racial trait;Become less reliant on staying hydrated
Surge of Success;TRUE;Human;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Human;+2 bonus on a single roll each time you confirm a critical hit or roll a natural 20 saving throw
Surprise Follow-Through*;FALSE;;;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Cleave, Power Attack;;;Str 13, Cleave, Power Attack, base attack bonus +1;Deny an opponent his Dex bonus when cleaving
Surprise Maneuver;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Combat Expertise; sneak attack +3d6 or studied strike +3d6";;"Combat Expertise; sneak attack +3d6 or studied strike +3d6";Gain a bonus on combat maneuver checks against flanked foes and those denied their Dex bonus to AC
Surprise Strike*;FALSE;Halfling;;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Cautious Fighter, Desperate Swing;;;Cautious Fighter, Desperate Swing, base attack bonus +6, halfling;1/day when fighting defensively or using Desperate Swing, negate the attack penalty
Surprising Combatant*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Improved Initiative, Bluff 3 ranks;;Improved Initiative, Bluff 3 ranks;Trick your foes into discounting you as a combatant
Surprising Strategy*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Riposte class feature.;Make a combat manuever against a creature when you riposte
Survivor;FALSE;;;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Diehard, Endurance;;;Con 13, Diehard, Endurance;When you’re dying, you stabilize more easily
Swamp Dweller;FALSE;;;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;; , must have visited the Hao Jin Tapestry;;;Str 13, must have visited the Hao Jin Tapestry;Gain a +2 bonus on swim checks, which doubles in marshy terrain
Swamper;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Favored terrain (swamp) class feature;Favored terrain (swamp) class feature;"+2 bonus on Swim checks, Climb checks, and some Arobatics checks on slippery surfaces; move at full speed through bogs and see twice as far in fog"
Swap Places*;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Switch places with an adjacent ally
Swap Trick;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Mesmerist tricks class feature;Mesmerist tricks class feature;Switch which trick is implanted
Swarm Dodger;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Dex 15, evasion;Avoid damage from swarms when they attack
Swarm Scatter;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;+1 AC for adjacent allies, immune to swarm attack/distraction of rat swarms
Swarm Strike;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;+1 to attacks of opportunity, extra for other threatening allies
Sweeping Disarm*;FALSE;;;0;0;1;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Int 13,Combat Expertise,Improved Disarm, base attack bonus +1;;;Int 13,Combat Expertise,Improved Disarm, base attack bonus +1;After a successful disarm maneuver, make a second maneuver against an adjacent creature
Sweeping Dodge*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Dex 13, Dodge;Gain evasion when making a dueling dodge while wearing a cloak
Swift Aid*;FALSE;;;0;0;6;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Int 13, Combat Expertise, base attack bonus +6;;;Int 13, Combat Expertise, base attack bonus +6;Attempt to aid another as a swift action
Swift Crystalline Dust;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Aphorite, crystalline dust racial trait;;;Aphorite, crystalline dust racial trait;You can use crystalline dust as a swift action
Swift Iron Style*;FALSE;;;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;proficiency with medium armor;;;Str 13, Dex 13, proficiency with medium armor;Increase your maneuverability in armor
Swift Kitsune Shapechanger;FALSE;Kitsune;;0;0;6;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Dex 13, base attack bonus +6, kitsune;Assume one of your forms as a swift action.
Swift Refuge*;FALSE;;;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Swift Iron Style, proficiency with medium armor;;;Str 13, Dex 13, Swift Iron Style, proficiency with medium armor;Take minimum damage from an attack
Swift Sprint*;FALSE;;;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Swift Iron Style, Swift Refuge, proficiency with medium armor;;;Str 13, Dex 13, Swift Iron Style, Swift Refuge, proficiency with medium armor;Ignore the speed penalty on your armor
Swift Swimmer;FALSE;Lizardfolk;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;swim speed;Lizardfolk, swim speed;+15 ft. to your swim speed
Swing About;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Escape RouteUC;Help move allies around without provoking
Swipe and Stash*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;;;;;;;;Sleight of Hand 5 ranks;Plant objects on others
Sword and Pistol*;FALSE;;;0;0;6;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Point-Blank Shot, Rapid Shot, Snap Shot, Two-Weapon Fighting;;;Dex 13, Point-Blank Shot, Rapid Shot, Snap Shot, Two-Weapon Fighting, base attack bonus +6;Ranged attacks do not provoke attacks of opportunity
Swordplay Deflection*;FALSE;;;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Combat Expertise, Improved Feint, Swordplay Style, Swordplay Upset, Weapon Focus with the chosen weapon, base attack bonus +7;;;Combat Expertise, Improved Feint, Swordplay Style, Swordplay Upset, Weapon Focus with the chosen weapon, base attack bonus +7;Forgo an attack to disrupt an enemy’s
Swordplay Style*;FALSE;;;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Combat Expertise, Weapon Focus with the chosen weapon, base attack bonus +3;;;Combat Expertise, Weapon Focus with the chosen weapon, base attack bonus +3;+1 shield bonus to AC when fighting defensively, avoid the penalty on the first attack with Combat Expertise
Swordplay Upset*;FALSE;;;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Combat Expertise, Improved Feint, Swordplay Style, Weapon Focus with the chosen weapon, base attack bonus +5;;;Combat Expertise, Improved Feint, Swordplay Style, Weapon Focus with the chosen weapon, base attack bonus +5;Feint against an opponent that misses you
